@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
1238,'2018/07/15 14:41:58:546',14,-8366795,-8564174,-8761296,-9023954,-9418454,-10010333,-10536418,-10799843,-10865635,-11194340,-8563655,-8825793,-9022652,-9219774,-9548223,-9811137,-10008255,-10469582,-10931166,-11063006,-9416125,-8093833,-9408138,-11448484,-12107184,-11910062,-10528922,-6647134,-10798287,-11391717,-10204868,-6249330,-5256533,-9271426,-10065035,-8750965,-8817273,-3947823,-10598322,-11523045,-10402506,-9540520,-4927320,-8149113,-11375000,-8351089,-5919560,-2039061,-11189170,-12180712,-10140367,-10267583,-10524598,-10533328,-10332096,-9931164,-10124433,-10919580,-13555150,-14675700,-10404055,-11651544,-14019577,-10868724,-11263733,-12511221,-11649487,-12443113,-12903151,-15726333,-11981541,-9812438,-13099250,-15070462,-13889275,-12642041,-13429498,-15464446,-15201790,-13954554,-12507626,-9879005,-11982061,-11194606,-11983345,-13625847,-16186624,-16252416,-11460599,-10936054,-13427953,-11324642,-11522543,-11129072,-12969205,-14807804,-15989760,-16186624,-15137280,-14809088,0
1239,'2018/07/15 14:41:58:579',14,-8763365,-8828901,-8960229,-9222885,-9616869,-10011109,-10339814,-10668519,-10734825,-11129067,-9026020,-9222363,-9287378,-9484241,-9812432,-9943501,-10140362,-10404566,-10865893,-11063785,-9944795,-11125456,-12570063,-13358546,-13358545,-12635079,-11319476,-7503224,-10865117,-11391980,-10667486,-10203581,-11122871,-11383723,-11844534,-12174526,-11648182,-5659215,-10862532,-11457771,-10799074,-10795462,-11780545,-12501429,-11646119,-10988961,-10331032,-5264201,-11717065,-12181231,-10470628,-10928082,-13163746,-11523813,-12047576,-11977917,-11317411,-11448745,-14345701,-14742010,-10734315,-11850214,-14020093,-10672631,-11198969,-12511994,-12771043,-12510191,-12904181,-15792383,-12311540,-10076904,-13100025,-15005440,-14021119,-12576764,-13298427,-15399167,-15136511,-13889020,-12771574,-9946091,-12048372,-11129330,-11918068,-13494776,-16121088,-16186880,-11263737,-10739193,-13494265,-11391725,-11391475,-10932467,-12838136,-14676733,-15923968,-16121088,-15005952,-14678016,0
1240,'2018/07/15 14:41:58:613',14,-8763369,-8828904,-9025768,-9288424,-9682665,-10011370,-10340075,-10669036,-10800622,-11195121,-9091816,-9287902,-9352661,-9549526,-10009817,-10404315,-10732764,-10668002,-10997741,-11195633,-10142179,-11059160,-10788541,-10784702,-13553884,-14477036,-14345705,-13556959,-11326190,-11458290,-10996714,-11191258,-10725046,-12695750,-13947613,-14739436,-14673899,-14146519,-12246000,-11655411,-11128301,-11322586,-12505823,-14080988,-14014680,-14343645,-15001318,-14211798,-13428983,-12510970,-10668525,-11388896,-13624817,-12115955,-12705769,-13359577,-13422796,-15264232,-15595774,-15136768,-10800368,-12310769,-13954814,-10607098,-11198971,-12578045,-13231599,-12773624,-13167612,-15989760,-12311543,-10208750,-13231611,-15005440,-14021376,-12577022,-13364221,-15530496,-15202303,-13955069,-12706040,-10011886,-12048630,-11129589,-11983863,-13560571,-16121088,-16186880,-11132411,-10739195,-13494523,-11325932,-11260145,-10932210,-12838137,-14676735,-15923968,-16055552,-14940416,-14612480,0
1241,'2018/07/15 14:41:58:646',14,-9354990,-9486318,-9617903,-9880560,-10209265,-10603249,-10866418,-11195123,-11326709,-11655415,-9683694,-9945576,-10076642,-10339043,-10799336,-11193834,-11522283,-11326191,-11524085,-11721720,-10997229,-12243179,-12697559,-13551319,-15001324,-15660540,-15463420,-14741498,-11852534,-11918584,-11785971,-12702956,-11446212,-13681109,-15065831,-15922427,-15725819,-15857144,-12837881,-12115960,-11851765,-12900591,-11843027,-13154774,-14735590,-16119289,-16382460,-15593456,-13954813,-12970749,-11391732,-12835828,-13820149,-12443381,-13362163,-14872050,-15790579,-16250872,-15858432,-15399424,-11326197,-13099769,-14283264,-11001596,-11659006,-12972288,-14151932,-13299454,-13561854,-16121088,-12705786,-10735092,-13625853,-15268096,-14349568,-12905727,-13627134,-15661824,-15464704,-14217727,-13100283,-10537972,-12508923,-11589882,-12378621,-13889279,-16252416,-16318208,-11526909,-11068157,-13888766,-11918073,-11786491,-11393019,-13232639,-15005440,-16121088,-16252416,-15202816,-14874880,0
1242,'2018/07/15 14:41:58:680',14,-9617903,-9683439,-9815023,-10077680,-10471921,-10800370,-11063538,-11326707,-11523828,-11786998,-9946607,-10274797,-10537194,-10865644,-11194350,-11522799,-11785712,-11523569,-11720949,-11853047,-11326192,-13165559,-15004156,-16054527,-16251648,-16186112,-15923712,-15135998,-12049398,-12050167,-12049141,-13624825,-14675965,-16514048,-16645632,-16579840,-16251904,-16251904,-13035001,-12247288,-12114678,-13755896,-14214647,-16316412,-16711168,-16777216,-16777216,-16514560,-14086142,-13102077,-11589109,-13361912,-14148598,-13101307,-14151674,-15792638,-16645631,-16711680,-15858688,-15465216,-11523573,-13297146,-14349056,-11132668,-11790334,-13169152,-14415102,-13430782,-13693182,-16186624,-12902906,-10932212,-13691389,-15333632,-14415360,-13036799,-13758462,-15727360,-15464704,-14349054,-13297403,-10735092,-12640250,-11721210,-12509948,-14020351,-16318208,-16383744,-11657981,-11265020,-14020350,-12115193,-11983354,-11524347,-13363967,-15070976,-16121088,-16317952,-15202816,-14940416,0
1243,'2018/07/15 14:41:58:713',14,-6528473,-6659544,-6856664,-7119577,-7579354,-7973595,-8367836,-8696797,-8828384,-9222884,-6922712,-7448023,-7776469,-8104920,-8564954,-8959196,-9353437,-8959452,-9091553,-9289445,-8762590,-11194091,-13756151,-15332349,-15595262,-15398398,-14873085,-13756663,-9551332,-9551844,-9551332,-11653612,-13164532,-15923197,-16251647,-16120575,-15464191,-15463933,-10800363,-9815015,-9617125,-11916526,-12770546,-15857403,-16251388,-16382717,-16514303,-16054525,-12181237,-10999537,-9025250,-11456237,-13100535,-11262452,-12707318,-15004922,-16448253,-16383231,-15004925,-14217725,-8894435,-11194094,-12509946,-8372976,-9228275,-11067896,-12839159,-11460340,-11788022,-15267583,-10602988,-8170976,-11720436,-13954814,-12707836,-10868984,-11984632,-14611454,-14282749,-12707064,-11194608,-7842784,-10339820,-9157354,-10143726,-12049654,-15464704,-15530496,-9029873,-8505327,-12114934,-9617386,-9485804,-8894700,-11326709,-13495036,-15136512,-15399168,-13890047,-13430782,0
1244,'2018/07/15 14:41:58:747',14,-6528217,-6659544,-6856664,-7119578,-7579355,-7973595,-8367836,-8696797,-8828384,-9222884,-6988505,-7448281,-7776729,-8170971,-8630749,-8959454,-9353695,-8959710,-9091553,-9289446,-8828384,-11259885,-13690359,-15266813,-15529470,-15332606,-14873085,-13756665,-9551588,-9551844,-9617125,-11719406,-13164790,-15988735,-16251647,-16054783,-15464190,-15463934,-10800363,-9815015,-9617126,-11982320,-12836596,-15988991,-16382718,-16448510,-16514303,-16054526,-12181237,-10934001,-9025251,-11456494,-13166329,-11328245,-12838904,-15136252,-16514302,-16383231,-15004925,-14217725,-8894435,-11194094,-12509946,-8372976,-9293811,-11002360,-12904951,-11526133,-11788022,-15267583,-10603244,-8170976,-11654644,-13954815,-12707837,-10934520,-11919096,-14611454,-14283005,-12707064,-11194609,-7842784,-10339820,-9157355,-10143727,-12049654,-15399168,-15530496,-9160945,-8505071,-12114934,-9617387,-9551596,-8829164,-11261173,-13495036,-15136512,-15399168,-13890047,-13430782,0
1245,'2018/07/15 14:41:58:780',14,-8300233,-8366024,-8497353,-8825803,-9220045,-9614286,-9942992,-10271698,-10337749,-10732249,-8629194,-9154764,-9483214,-9811665,-10206163,-10534613,-10928855,-10534869,-10600919,-10733276,-10403799,-12506856,-14674675,-15922938,-16185853,-16054526,-15726333,-14609654,-10995419,-10995675,-11060699,-12900840,-14083569,-16448252,-16645631,-16579839,-16120574,-16120317,-12047332,-11193311,-11060957,-13163242,-13755376,-16448252,-16645630,-16711423,-16777216,-16448510,-13296624,-12114923,-10469336,-12703207,-14084597,-12443630,-13757171,-15661307,-16777216,-16711424,-15529724,-14939130,-10403544,-12441063,-13493749,-9816292,-10605801,-12248306,-13823219,-12641263,-12903409,-15923454,-11849700,-9746131,-12901358,-14742012,-13626105,-12049905,-13034482,-15398653,-15004411,-13625331,-12375530,-9483219,-11652068,-10601184,-11521767,-13165041,-16054784,-16055040,-10472935,-10014181,-13164785,-11060961,-10863841,-10338273,-12442351,-14347769,-15792383,-15989248,-14742269,-14283260,0
1246,'2018/07/15 14:41:58:814',14,-8300233,-8366024,-8497353,-8825803,-9220045,-9614286,-9942992,-10271698,-10337749,-10732249,-8629194,-9154764,-9483214,-9811665,-10206163,-10534613,-10928855,-10534869,-10600919,-10733276,-10403799,-12506856,-14674675,-15922938,-16185853,-16054526,-15726333,-14609654,-10995419,-10995675,-11060699,-12900840,-14083569,-16448252,-16645631,-16579839,-16120574,-16120317,-12047332,-11193311,-11060957,-13163242,-13755376,-16448252,-16645630,-16711423,-16777216,-16448510,-13296624,-12114923,-10469336,-12703207,-14084597,-12443630,-13757171,-15661307,-16777216,-16711424,-15529724,-14939130,-10403544,-12441063,-13493749,-9816292,-10605801,-12248306,-13823219,-12641263,-12903409,-15923454,-11849700,-9746131,-12901358,-14742012,-13626105,-12049905,-13034482,-15398653,-15004411,-13625331,-12375530,-9483219,-11652068,-10601184,-11521767,-13165041,-16054784,-16055040,-10472935,-10014181,-13164785,-11060961,-10863841,-10338273,-12442351,-14347769,-15792383,-15989248,-14742269,-14283260,0
1247,'2018/07/15 14:41:58:847',14,-10134708,-10266036,-10397622,-10660280,-11054523,-11317949,-11646654,-11909825,-11975876,-12239305,-10529463,-10989499,-11186878,-11515329,-11844292,-12172742,-12436168,-12107460,-12173511,-12240076,-12107976,-13883102,-15527408,-16382201,-16514044,-16448252,-16185337,-15461873,-12502474,-12502732,-12502220,-14277345,-15132396,-16645373,-16776960,-16711423,-16448508,-16448252,-13488855,-12634832,-12633551,-14277345,-14935274,-16645373,-16776959,-16777216,-16777216,-16645374,-14476006,-13490912,-12173000,-13882845,-15067631,-13623012,-14674668,-16120314,-16777216,-16777216,-15988473,-15660022,-11975880,-13751772,-14541804,-11388371,-12112348,-13558760,-14806253,-13754853,-14017000,-16251131,-13159894,-11449538,-14146532,-15593718,-14674417,-13360103,-14082536,-15922679,-15725300,-14542571,-13685981,-11252161,-13028310,-12173521,-12897754,-14344424,-16448252,-16513789,-12045528,-11520725,-14409704,-12502226,-12370641,-11910864,-13752805,-15396082,-16251132,-16447997,-15528695,-15265782,0
1248,'2018/07/15 14:41:58:880',14,-6516609,-6647937,-6779266,-7107973,-7568266,-8028558,-8423056,-8752276,-8884120,-9278878,-6911364,-7503243,-7831950,-8226451,-8752280,-9146780,-9541535,-9081497,-9147547,-9279905,-9015708,-11514813,-14014170,-15592685,-15856371,-15658736,-15198443,-14146270,-9607840,-9542561,-9738915,-11974848,-13356500,-16184564,-16447994,-16316408,-15724786,-15790322,-10923441,-9805734,-9738916,-12172227,-13093073,-16184564,-16513529,-16579579,-16579581,-16250872,-12305608,-10925756,-9080987,-11645884,-13357529,-11321030,-12899285,-15265516,-16579579,-16448251,-15002092,-14279141,-8949916,-11251640,-12502738,-8100267,-9153463,-10994633,-13030867,-11518919,-11781322,-15396079,-10726067,-8160403,-11712965,-14015717,-12636123,-10861001,-12043981,-14870504,-14475748,-12766931,-11252412,-7831697,-10396592,-9082023,-10134707,-12107721,-15593201,-15790323,-9151924,-8429742,-12238794,-9607850,-9542060,-8818855,-11252676,-13620446,-15330032,-15658740,-14147817,-13622500,0
1249,'2018/07/15 14:41:58:915',14,-6516609,-6647937,-6779266,-7107973,-7568266,-8028558,-8423056,-8752276,-8884120,-9278878,-6911364,-7503243,-7831950,-8226451,-8752280,-9146780,-9541535,-9081497,-9147547,-9279905,-9015708,-11514813,-14014170,-15592685,-15856371,-15658736,-15198443,-14146270,-9607840,-9542561,-9738915,-11974848,-13356500,-16184564,-16447994,-16316408,-15724786,-15790322,-10923441,-9805734,-9738916,-12172227,-13093073,-16184564,-16513529,-16579579,-16579581,-16250872,-12305608,-10925756,-9080987,-11645884,-13357529,-11321030,-12899285,-15265516,-16579579,-16448251,-15002092,-14279141,-8949916,-11251640,-12502738,-8100267,-9153463,-10994633,-13030867,-11518919,-11781322,-15396079,-10726067,-8160403,-11712965,-14015717,-12636123,-10861001,-12043981,-14870504,-14475748,-12766931,-11252412,-7831697,-10396592,-9082023,-10134707,-12107721,-15593201,-15790323,-9151924,-8429742,-12238794,-9607850,-9542060,-8818855,-11252676,-13620446,-15330032,-15658740,-14147817,-13622500,0
1250,'2018/07/15 14:41:58:948',14,-6911110,-6976902,-7108487,-7437194,-7897487,-8357523,-8752021,-9081241,-9147548,-9542050,-7306122,-7897744,-8226708,-8620952,-9081246,-9475745,-9870500,-9475742,-9476512,-9543077,-9279137,-11712449,-14145758,-15658735,-15987701,-15724787,-15395565,-14277857,-9871013,-9871269,-10002087,-12172228,-13553623,-16185079,-16514044,-16382459,-15790580,-15856115,-11186356,-10068906,-10002088,-12435399,-13224917,-16185079,-16514044,-16645373,-16645630,-16316665,-12502731,-11123135,-9409696,-11843520,-13554652,-11518409,-13031128,-15331311,-16645630,-16514044,-15133421,-14410726,-9278625,-11514812,-12700117,-8428975,-9416379,-11191756,-13162454,-11716297,-12043981,-15461871,-10989239,-8489367,-11975880,-14147303,-12833244,-11123916,-12241104,-15001834,-14607077,-12964053,-11515327,-8226454,-10659764,-9410731,-10397622,-12239307,-15658994,-15856116,-9480888,-8758449,-12435916,-9936558,-9870768,-9147819,-11450055,-13752032,-15395825,-15658996,-14279402,-13753829,0
1251,'2018/07/15 14:41:58:981',14,-6911111,-7042439,-7174280,-7502731,-7963023,-8423060,-8817558,-9147033,-9213084,-9607843,-7306122,-7963537,-8292501,-8686745,-9147038,-9541538,-9936037,-9475998,-9476512,-9608869,-9410466,-11778242,-14277343,-15658736,-15987701,-15724531,-15395566,-14212064,-9936805,-9937061,-10002088,-12303814,-13619672,-16250872,-16514044,-16382459,-15856117,-15856114,-11186357,-10134698,-10067881,-12500936,-13290710,-16250872,-16579580,-16645630,-16645630,-16250873,-12568523,-11188671,-9409953,-11909313,-13554652,-11518665,-13096664,-15397104,-16645630,-16514044,-15133421,-14410726,-9278881,-11580605,-12700117,-8429231,-9482171,-11257549,-13227991,-11781834,-12044237,-15461871,-10988983,-8554904,-12041673,-14147303,-12833244,-11123916,-12241361,-15001577,-14672869,-12964053,-11515327,-8226454,-10659764,-9476524,-10463414,-12305099,-15658994,-15856116,-9546425,-8758450,-12501453,-10002350,-9870768,-9147820,-11515847,-13752032,-15395825,-15724532,-14279402,-13753829,0
1252,'2018/07/15 14:41:59:015',14,-5003373,-5069166,-5266542,-5595249,-6121078,-6581370,-6975869,-7370882,-7437190,-7897485,-5463921,-6121593,-6450556,-6845057,-7371143,-7831179,-8291727,-7765640,-7766410,-7964304,-7700364,-10397105,-13422036,-15198185,-15527408,-15132652,-14737895,-13291478,-8292240,-8226960,-8423570,-10922678,-12633036,-15921907,-16316409,-16119287,-15264495,-15330029,-9739426,-8490390,-8423572,-11185592,-12238281,-15921907,-16316664,-16448251,-16514044,-15987701,-11253179,-9741998,-7765130,-10593455,-12371151,-10137786,-12044491,-14805224,-16448251,-16250873,-14541542,-13621468,-7568522,-10198955,-11319237,-6587801,-7772584,-9811132,-12241609,-10467002,-10729150,-14869993,-9541795,-6778752,-10725816,-13160925,-11583951,-9743036,-10926274,-14081760,-13752796,-11846602,-10133934,-6450046,-9212064,-7766168,-8950436,-10989499,-15132652,-15330030,-7902374,-6917534,-11251901,-8357786,-8291995,-7437463,-10134454,-12699603,-14738411,-15132912,-13359074,-12570843,0
1253,'2018/07/15 14:41:59:048',14,-5003373,-5069166,-5266542,-5595249,-6121078,-6581370,-6975869,-7370882,-7437190,-7897485,-5463921,-6121593,-6450556,-6845057,-7371143,-7831179,-8291727,-7765640,-7766410,-7964304,-7700364,-10397105,-13422036,-15198185,-15527408,-15132652,-14737895,-13291478,-8292240,-8226960,-8423570,-10922678,-12633036,-15921907,-16316409,-16119287,-15264495,-15330029,-9739426,-8490390,-8423572,-11185592,-12238281,-15921907,-16316664,-16448251,-16514044,-15987701,-11253179,-9741998,-7765130,-10593455,-12371151,-10137786,-12044491,-14805224,-16448251,-16250873,-14541542,-13621468,-7568522,-10198955,-11319237,-6587801,-7772584,-9811132,-12241609,-10467002,-10729150,-14869993,-9541795,-6778752,-10725816,-13160925,-11583951,-9743036,-10926274,-14081760,-13752796,-11846602,-10133934,-6450046,-9212064,-7766168,-8950436,-10989499,-15132652,-15330030,-7902374,-6917534,-11251901,-8357786,-8291995,-7437463,-10134454,-12699603,-14738411,-15132912,-13359074,-12570843,0
1254,'2018/07/15 14:41:59:082',14,-5003373,-5069166,-5266542,-5595249,-6121078,-6581370,-6975869,-7370882,-7437190,-7897485,-5463921,-6121593,-6450556,-6845057,-7371143,-7831179,-8291727,-7765640,-7766410,-7964304,-7700364,-10397105,-13422036,-15198185,-15527408,-15132652,-14737895,-13291478,-8292240,-8226960,-8423570,-10922678,-12633036,-15921907,-16316409,-16119287,-15264495,-15330029,-9739426,-8490390,-8423572,-11185592,-12238281,-15921907,-16316664,-16448251,-16514044,-15987701,-11253179,-9741998,-7765130,-10593455,-12371151,-10137786,-12044491,-14805224,-16448251,-16250873,-14541542,-13621468,-7568522,-10198955,-11319237,-6587801,-7772584,-9811132,-12241609,-10467002,-10729150,-14869993,-9541795,-6778752,-10725816,-13160925,-11583951,-9743036,-10926274,-14081760,-13752796,-11846602,-10133934,-6450046,-9212064,-7766168,-8950436,-10989499,-15132652,-15330030,-7902374,-6917534,-11251901,-8357786,-8291995,-7437463,-10134454,-12699603,-14738411,-15132912,-13359074,-12570843,0
1255,'2018/07/15 14:41:59:115',14,-4937580,-5069164,-5266286,-5529456,-6055285,-6581113,-6975613,-7305090,-7436933,-7831692,-5398384,-6055800,-6450556,-6844800,-7370886,-7765643,-8225935,-7699847,-7700617,-7832975,-7765901,-10396849,-13422292,-15132393,-15461615,-14869481,-14540774,-13225685,-8226447,-8161167,-8291985,-11054263,-12698572,-15921651,-16250873,-16053751,-15198959,-15198699,-9673632,-8424597,-8423316,-11185592,-12238281,-15921907,-16316664,-16447994,-16514044,-15921908,-11187642,-9676205,-7699594,-10659247,-12305358,-10006200,-11847626,-14739687,-16448251,-16250872,-14475748,-13555675,-7502472,-10199211,-11253444,-6653594,-7706791,-9745339,-12110024,-10400953,-10663613,-14804200,-9344673,-6713215,-10726072,-13160924,-11583951,-9677243,-10926273,-14081503,-13752796,-11780809,-10068140,-6384254,-9146527,-7766167,-8884643,-10989498,-15066859,-15264493,-7836837,-6851485,-11186109,-8291993,-8160154,-7437206,-10068918,-12634067,-14738154,-15067119,-13293281,-12505050,0
1256,'2018/07/15 14:41:59:148',14,-4937837,-5069165,-5266286,-5594992,-6055285,-6581114,-6975869,-7305090,-7436933,-7831948,-5398385,-6055800,-6450556,-6845056,-7370886,-7765642,-8225934,-7700103,-7766153,-7898511,-7634827,-10331311,-13224909,-14935266,-15330026,-14737892,-14211807,-13225683,-8292239,-8161167,-8423314,-10856881,-12435651,-15593190,-16053743,-15922160,-15067370,-15198698,-9739169,-8424597,-8423315,-11119796,-12041152,-15593446,-16053740,-16250865,-16316663,-15921907,-11187642,-9741740,-7699594,-10527661,-12305098,-9808821,-11518915,-14410974,-16251125,-16185079,-14541541,-13555675,-7568265,-10133418,-11516358,-7047838,-7706791,-9745339,-12044230,-10400953,-10663356,-14738663,-9476259,-6713215,-10594488,-13226717,-11781329,-9743036,-10860481,-14081503,-13752796,-11780809,-10133677,-6384510,-9146528,-7766167,-8950435,-10923962,-15001323,-15264493,-8033960,-6851741,-11186108,-8357785,-8291740,-7437463,-10068661,-12634066,-14672618,-15067118,-13358818,-12505050,0
1257,'2018/07/15 14:41:59:182',14,-4937837,-5069165,-5266286,-5594992,-6055285,-6581114,-6975869,-7305090,-7436933,-7831948,-5398385,-6055800,-6450556,-6845056,-7370886,-7765642,-8225934,-7700103,-7766153,-7898511,-7634827,-10331311,-13224909,-14935266,-15330026,-14737892,-14211807,-13225683,-8292239,-8161167,-8423314,-10856881,-12435651,-15593190,-16053743,-15922160,-15067370,-15198698,-9739169,-8424597,-8423315,-11119796,-12041152,-15593446,-16053740,-16250865,-16316663,-15921907,-11187642,-9741740,-7699594,-10527661,-12305098,-9808821,-11518915,-14410974,-16251125,-16185079,-14541541,-13555675,-7568265,-10133418,-11516358,-7047838,-7706791,-9745339,-12044230,-10400953,-10663356,-14738663,-9476259,-6713215,-10594488,-13226717,-11781329,-9743036,-10860481,-14081503,-13752796,-11780809,-10133677,-6384510,-9146528,-7766167,-8950435,-10923962,-15001323,-15264493,-8033960,-6851741,-11186108,-8357785,-8291740,-7437463,-10068661,-12634066,-14672618,-15067118,-13358818,-12505050,0
1258,'2018/07/15 14:41:59:215',14,-4937836,-5069164,-5266285,-5594992,-6055285,-6581113,-6975868,-7305089,-7436932,-7897483,-5398384,-6056056,-6450555,-6845056,-7371142,-7831178,-8225934,-7700103,-7766152,-7898510,-7634570,-10331311,-13290705,-15066599,-15395822,-14803687,-14342880,-13159377,-8226702,-8161166,-8357777,-10791089,-12567241,-15856112,-16250872,-16119286,-15198701,-15198442,-9673632,-8424596,-8357522,-11119797,-12172485,-15856112,-16250871,-16382458,-16514044,-15921908,-11253177,-9741996,-7699592,-10527660,-12305356,-9611699,-11387588,-14345442,-16448251,-16250872,-14475748,-13555675,-7634057,-10133417,-11844808,-7705508,-7640998,-9745082,-11978695,-10401208,-10663356,-14804199,-9541794,-6713215,-10594486,-13292253,-12044243,-9808571,-10860480,-14081503,-13752796,-11780808,-10133676,-6384509,-9146527,-7766166,-8950435,-10989498,-15066859,-15264493,-8033959,-6851740,-11186108,-8357785,-8291995,-7437462,-10068661,-12634066,-14672618,-15132654,-13358817,-12505050,0
1259,'2018/07/15 14:41:59:249',14,-4937836,-5069164,-5266285,-5594992,-6055285,-6581113,-6975868,-7305089,-7436932,-7897483,-5398384,-6056056,-6450555,-6845056,-7371142,-7831178,-8225934,-7700103,-7766152,-7898510,-7634570,-10331311,-13290705,-15066599,-15395822,-14803687,-14342880,-13159377,-8226702,-8161166,-8357777,-10791089,-12567241,-15856112,-16250872,-16119286,-15198701,-15198442,-9673632,-8424596,-8357522,-11119797,-12172485,-15856112,-16250871,-16382458,-16514044,-15921908,-11253177,-9741996,-7699592,-10527660,-12305356,-9611699,-11387588,-14345442,-16448251,-16250872,-14475748,-13555675,-7634057,-10133417,-11844808,-7705508,-7640998,-9745082,-11978695,-10401208,-10663356,-14804199,-9541794,-6713215,-10594486,-13292253,-12044243,-9808571,-10860480,-14081503,-13752796,-11780808,-10133676,-6384509,-9146527,-7766166,-8950435,-10989498,-15066859,-15264493,-8033959,-6851740,-11186108,-8357785,-8291995,-7437462,-10068661,-12634066,-14672618,-15132654,-13358817,-12505050,0
1260,'2018/07/15 14:41:59:283',14,-4937836,-5069164,-5266285,-5594992,-6055285,-6581113,-6975868,-7305089,-7436932,-7897483,-5398384,-6056056,-6450555,-6845056,-7371142,-7831178,-8225934,-7700103,-7766152,-7898510,-7634570,-10331311,-13290705,-15066599,-15395822,-14803687,-14342880,-13159377,-8226702,-8161166,-8357777,-10791089,-12567241,-15856112,-16250872,-16119286,-15198701,-15198442,-9673632,-8424596,-8357522,-11119797,-12172485,-15856112,-16250871,-16382458,-16514044,-15921908,-11253177,-9741996,-7699592,-10527660,-12305356,-9611699,-11387588,-14345442,-16448251,-16250872,-14475748,-13555675,-7634057,-10133417,-11844808,-7705508,-7640998,-9745082,-11978695,-10401208,-10663356,-14804199,-9541794,-6713215,-10594486,-13292253,-12044243,-9808571,-10860480,-14081503,-13752796,-11780808,-10133676,-6384509,-9146527,-7766166,-8950435,-10989498,-15066859,-15264493,-8033959,-6851740,-11186108,-8357785,-8291995,-7437462,-10068661,-12634066,-14672618,-15132654,-13358817,-12505050,0
