@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
3388,'2018/07/15 14:57:45:870',19,-11580051,-12040086,-11973775,-11579278,-11514526,-12304561,-12107700,-12567733,-12501415,-11118473,-11712158,-11711898,-11711894,-12303774,-12435363,-11251611,-10857626,-11844265,-12896951,-6980724,-10726557,-11581088,-11712413,-11712152,-11646361,-6451822,-7175284,-7767156,-6516826,-5530446,-3622475,-5924711,-8884617,-10792091,-11712927,-5531493,-5203043,-5597541,-5134909,-5923649,-131587,-197894,-3423034,-7832180,-9675394,-7506017,-10530438,-11187607,-8489823,-8949603,-329994,-1317659,-1977897,-6848357,-10006672,-10140579,-12046007,-13294275,-13358266,-11188636,-5333082,-10135199,-7442833,-8035480,-11387827,-11520186,-10797238,-12833733,-11387318,-10663595,-8424059,-12240314,-11519420,-9285288,-10599345,-11913404,-11125173,-12569280,-10858922,-8228491,-6582632,-7700600,-11121832,-12767686,-13161157,-12436920,-10726819,-10857891,-11976627,-8360335,-7239791,-8094843,-9607823,-12767431,-13094595,-12370618,-7766653,-10002316,-12041900,-12898241,1
3389,'2018/07/15 14:57:45:902',19,-11580051,-12040086,-11973774,-11579278,-11514526,-12304561,-12107700,-12567733,-12501671,-11118473,-11712158,-11711898,-11711894,-12303774,-12435363,-11251611,-10857626,-11844264,-12896951,-7046259,-10726557,-11581088,-11712412,-11646616,-11646361,-6451823,-7175540,-7832692,-6582618,-5464394,-3622475,-5924711,-8884617,-10792090,-11712927,-5531493,-5203299,-5597541,-5069117,-5857855,-131587,-197895,-3423034,-7832180,-9544063,-7506016,-10595974,-11253399,-8621409,-9015654,-329994,-1383196,-2109740,-6914151,-10006415,-9943456,-12111799,-13359811,-13358265,-11188894,-5332825,-10069663,-7508626,-7969687,-11453620,-11454393,-10797238,-12767940,-11124147,-10400167,-8358266,-11648178,-11650749,-9219495,-10599088,-11847867,-10927538,-12503487,-10990507,-8162698,-6582632,-7503220,-10661025,-12833479,-13095107,-11713199,-10463391,-10857891,-12042163,-8426385,-7174254,-8029051,-9607823,-12767430,-13094595,-12370617,-7832190,-10002574,-12042157,-13029827,1
3390,'2018/07/15 14:57:45:937',19,-11580051,-12040086,-11973774,-11579278,-11514526,-12304561,-12107700,-12567733,-12501671,-11118473,-11712158,-11711898,-11711894,-12303774,-12435363,-11251611,-10857626,-11844264,-12896951,-7046259,-10726557,-11581088,-11712412,-11646616,-11646361,-6451823,-7175540,-7832692,-6582618,-5464394,-3622475,-5924711,-8884617,-10792090,-11712927,-5531493,-5203299,-5597541,-5069117,-5857855,-131587,-197895,-3423034,-7832180,-9544063,-7506016,-10595974,-11253399,-8621409,-9015654,-329994,-1383196,-2109740,-6914151,-10006415,-9943456,-12111799,-13359811,-13358265,-11188894,-5332825,-10069663,-7508626,-7969687,-11453620,-11454393,-10797238,-12767940,-11124147,-10400167,-8358266,-11648178,-11650749,-9219495,-10599088,-11847867,-10927538,-12503487,-10990507,-8162698,-6582632,-7503220,-10661025,-12833479,-13095107,-11713199,-10463391,-10857891,-12042163,-8426385,-7174254,-8029051,-9607823,-12767430,-13094595,-12370617,-7832190,-10002574,-12042157,-13029827,1
3391,'2018/07/15 14:57:45:971',19,-11580050,-12040086,-11973775,-11579022,-11514526,-12304561,-12107700,-12567733,-12501671,-11118730,-11712157,-11711897,-11711893,-12303774,-12435363,-11251611,-10857626,-11844264,-12896950,-6980467,-10661021,-11581088,-11712412,-11646360,-11646360,-6583408,-7175540,-7898484,-6648154,-5332807,-3622475,-5924711,-8818824,-10792090,-11712927,-5728614,-5268835,-5597797,-5069116,-5923647,-131587,-197639,-3291447,-7832178,-9412476,-7571808,-10727302,-11319190,-8818786,-9147497,-329994,-1448989,-2241840,-6914409,-9940878,-9811612,-12112055,-13359812,-13292730,-11189151,-5267032,-10069406,-7705747,-7904151,-11453620,-11257528,-10731445,-12702146,-10795183,-10071459,-8292472,-10792869,-11847613,-9153446,-10598831,-11716024,-10664111,-12437694,-11187885,-8031112,-6582632,-7437170,-10134167,-12964808,-13094849,-10989478,-10331549,-10792098,-12042420,-8492178,-7174254,-8094587,-9542030,-12832966,-13094595,-12436410,-7832447,-10068368,-12107694,-13161156,1
3392,'2018/07/15 14:57:46:004',19,-11580050,-12040085,-11973774,-11579022,-11514526,-12304561,-12107700,-12567732,-12501415,-11053708,-11712157,-11646361,-11711893,-12303774,-12369827,-11251610,-10857370,-11844264,-12831157,-6652016,-10726557,-11580832,-11712412,-11646359,-11646360,-6451822,-7241332,-7898740,-6516825,-5267013,-3622475,-5924711,-8884617,-10792090,-11712927,-5531492,-5334628,-5663333,-5200701,-5989441,-131587,-197895,-3423033,-7832432,-9215095,-7703392,-10924680,-11450519,-8950371,-9410927,-329994,-1580574,-2636855,-7112302,-9940879,-9745818,-12177592,-13425604,-13226938,-11189154,-5267032,-10200735,-7837333,-7904408,-11585205,-10994613,-10731189,-12636097,-10400427,-9808031,-8292472,-10069146,-11715771,-9284774,-10730160,-11058096,-10597548,-12437438,-11187885,-7833990,-6582632,-7437170,-9870737,-12964552,-13028800,-10594977,-10265756,-10857891,-12042420,-8492692,-7174254,-8029051,-9542287,-12832966,-13094595,-12305081,-7898241,-10134419,-12107952,-13292741,1
3393,'2018/07/15 14:57:46:036',19,-11580050,-11974549,-11973774,-11579278,-11514525,-12304561,-12107700,-12567732,-12501672,-10988173,-11712157,-11646361,-11711893,-12303774,-12369827,-11251611,-10857626,-11844264,-12699314,-6519916,-10726557,-11580832,-11712412,-11646359,-11646360,-6517615,-7241332,-7898740,-6582361,-5332809,-3688267,-5924711,-8884617,-10792090,-11712926,-5663078,-5466213,-5729382,-5332288,-6121285,-131587,-197895,-3686717,-7898222,-9083507,-7703646,-10924423,-11516310,-9213287,-9674357,-329994,-1777952,-3098176,-7375989,-9940879,-9482644,-12243383,-13425604,-13292732,-11189669,-5267032,-10266529,-8034712,-7904408,-11585462,-10863028,-10665395,-12635840,-10203049,-9544860,-8292472,-9345423,-11386549,-9481639,-10795695,-10334376,-10531498,-12371901,-11385008,-7702405,-6582632,-7437170,-9739150,-12899015,-13094335,-10529184,-10265756,-10792098,-12107956,-8690328,-7174254,-8029051,-9607823,-12832966,-13094339,-12370874,-7898499,-10200213,-12173745,-13555656,1
3394,'2018/07/15 14:57:46:071',19,-11580050,-11974549,-11973774,-11579278,-11514525,-12304561,-12107700,-12567732,-12501672,-10594187,-11712157,-11646361,-11711893,-12303773,-12435363,-11251611,-10923162,-11844264,-12370606,-6256488,-10661021,-11580832,-11712412,-11646359,-11646360,-6583407,-7307125,-7898740,-6516568,-5464395,-3688268,-5924967,-8884617,-10792090,-11712926,-5728870,-5532006,-5795174,-5464130,-6384460,-131587,-263688,-4081988,-8030061,-8689517,-7703388,-10792836,-11516049,-9476458,-9872510,-329994,-1909794,-3690826,-7639418,-9940878,-9022348,-12308918,-13294275,-13292989,-11255464,-5267031,-10200736,-8232091,-7838872,-11650999,-10731442,-10534066,-12635840,-10071463,-9347225,-8292215,-8621700,-11057069,-9546918,-10663854,-9873827,-10464936,-12371645,-11582386,-7570820,-6582632,-7437170,-9607565,-12964807,-13225664,-10529184,-10265756,-10857634,-12108212,-8887965,-7174254,-8029051,-9542031,-12832710,-13094339,-12370874,-7898757,-10200471,-12173746,-13818314,1
3395,'2018/07/15 14:57:46:104',19,-11580050,-11974549,-11973518,-11579278,-11514525,-12304561,-12173236,-12567732,-12501672,-10134666,-11712157,-11646361,-11711893,-12303773,-12369826,-11251611,-10857370,-11844264,-12172969,-5993319,-10726557,-11581087,-11712412,-11646359,-11646360,-6451822,-7372661,-7898740,-6450774,-5596240,-3754060,-5990503,-8950409,-10792345,-11647132,-5663333,-5532006,-5860966,-5661765,-6713684,-131587,-329738,-4674380,-8359020,-8361062,-7703129,-10660736,-11384204,-9608302,-10070662,-329994,-2172709,-4151634,-7837054,-10203534,-8562052,-12243122,-13162688,-13358782,-11255466,-5267031,-10134943,-8297627,-7773080,-11519670,-10468527,-10599602,-12767169,-10136742,-9215640,-8292215,-8292478,-10728104,-9480869,-10729389,-9544606,-10333094,-12371645,-11779764,-7439235,-6582632,-7437170,-9673357,-12964807,-13225664,-10528928,-10265499,-10857891,-12108213,-9348515,-7174254,-8029051,-9607823,-12636101,-13094339,-12305081,-7964550,-10266265,-12239539,-14081228,1
3396,'2018/07/15 14:57:46:138',19,-11580050,-11974549,-11973518,-11579278,-11514525,-12304561,-12173236,-12567732,-12501672,-10134666,-11712157,-11646361,-11711893,-12303773,-12369826,-11251611,-10857370,-11844264,-12172969,-5993319,-10726557,-11581087,-11712412,-11646359,-11646360,-6451822,-7372661,-7898740,-6450774,-5596240,-3754060,-5990503,-8950409,-10792345,-11647132,-5663333,-5532006,-5860966,-5661765,-6713684,-131587,-329738,-4674380,-8359020,-8361062,-7703129,-10660736,-11384204,-9608302,-10070662,-329994,-2172709,-4151634,-7837054,-10203534,-8562052,-12243122,-13162688,-13358782,-11255466,-5267031,-10134943,-8297627,-7773080,-11519670,-10468527,-10599602,-12767169,-10136742,-9215640,-8292215,-8292478,-10728104,-9480869,-10729389,-9544606,-10333094,-12371645,-11779764,-7439235,-6582632,-7437170,-9673357,-12964807,-13225664,-10528928,-10265499,-10857891,-12108213,-9348515,-7174254,-8029051,-9607823,-12636101,-13094339,-12305081,-7964550,-10266265,-12239539,-14081228,1
3397,'2018/07/15 14:57:46:170',19,-11580050,-12040085,-11973774,-11579022,-11514525,-12304561,-12107699,-12567732,-12501673,-9740425,-11712157,-11646361,-11711893,-12303773,-12435363,-11251611,-10922906,-11844007,-11975590,-5861477,-10726557,-11581087,-11712412,-11646359,-11646360,-6583151,-7372917,-7898740,-6319188,-5793623,-3754061,-5990504,-8950409,-10792345,-11253656,-5729124,-5532005,-5992293,-5924936,-7043165,-131587,-461067,-5200722,-8885102,-8426340,-7768406,-10200440,-11252358,-9740147,-10268301,-329994,-2238503,-4480599,-7902848,-10860692,-8496257,-11914415,-13031102,-13424319,-11255725,-5267031,-9937565,-8297627,-7641751,-10862511,-9877160,-10862515,-12767682,-10333864,-9149848,-8292215,-8095099,-10596261,-9480613,-10794925,-9346971,-10267045,-12306109,-12174266,-7439493,-6582632,-7437170,-9673357,-13030343,-13225664,-10528928,-10199963,-10857891,-12174005,-10005929,-7174254,-8029051,-9607823,-12635845,-13094595,-12370618,-7964551,-10331802,-12239795,-14278349,1
3398,'2018/07/15 14:57:46:205',19,-11580050,-12040085,-12039310,-11579278,-11514525,-12304561,-12107699,-12567732,-12501417,-9148806,-11712157,-11711897,-11711893,-12303774,-12435363,-11251611,-10922906,-11844007,-11712418,-5729635,-10726557,-11581087,-11712412,-11646615,-11646360,-6583407,-7372917,-7898740,-6122066,-5925469,-3754317,-5990760,-8950665,-10858138,-10991253,-5795429,-5532005,-6058083,-6188365,-7372904,-131587,-527118,-5990236,-9674101,-8688996,-7899477,-9937009,-10923391,-9871991,-10400403,-329994,-2304296,-4941407,-7837056,-11255710,-8759695,-11519660,-13096637,-13424575,-11321518,-5267031,-9543321,-8297884,-7576215,-10468008,-9153687,-11191219,-12702403,-10596779,-9083798,-8292215,-7963769,-10596003,-9612199,-10992046,-9346971,-10135716,-12306109,-12503486,-7571336,-6582632,-7437170,-9607820,-13030087,-13225664,-10528928,-10199963,-10857891,-12239542,-10597551,-7174254,-8029051,-9542031,-12504517,-13094339,-12370874,-7964551,-10331802,-12239795,-14344142,1
3399,'2018/07/15 14:57:46:237',19,-11580050,-12040085,-12039311,-11579278,-11514781,-12304561,-12107699,-12567732,-12435881,-8557700,-11712157,-11711897,-11711893,-12303774,-12435363,-11251611,-10857370,-11844007,-11252123,-5597794,-10726557,-11646624,-11712412,-11712151,-11646360,-6517615,-7438453,-7898740,-5990224,-6057057,-3819854,-6056296,-9016202,-11055516,-10794388,-5795685,-5597540,-6123616,-6386001,-7702386,-131587,-724752,-7240301,-10594944,-9017704,-8162647,-9871212,-10528889,-9872506,-10532248,-329994,-2436138,-5533544,-7837055,-10992797,-8825751,-10993575,-13096123,-13424575,-11321520,-5267031,-9345686,-8100763,-7641751,-10796717,-8693905,-11651511,-12768710,-10991022,-8952212,-8292215,-8029306,-10661796,-9743784,-11189424,-9412764,-10069923,-12371645,-12766401,-7769229,-6582632,-7437170,-9607820,-12964551,-13225664,-10528928,-10199963,-10857891,-12239798,-11123122,-7174254,-8029307,-9542287,-12504517,-13094339,-12305082,-7964552,-10332058,-12305331,-14344142,1
3400,'2018/07/15 14:57:46:272',19,-11580050,-12040086,-12039311,-11579279,-11580318,-12304561,-12173235,-12567731,-12435881,-8163716,-11712157,-11712153,-11711893,-12303774,-12435363,-11251611,-10923162,-11844007,-10923158,-5531746,-10726557,-11646624,-11777948,-11712152,-11646617,-6583151,-7504246,-7964276,-5924690,-6188646,-3820110,-6056553,-9081995,-11384223,-10729109,-5927271,-5663330,-6255199,-6715480,-8097660,-131587,-1185303,-8621696,-11515790,-9544306,-8360541,-9739624,-10331510,-10004351,-10729630,-395530,-2633518,-6125682,-7902591,-10532504,-8759700,-10664867,-13095864,-13424574,-11321520,-5267031,-9148564,-8034970,-7707543,-11257268,-8957340,-11914684,-12768967,-11385779,-8820371,-8292215,-8029307,-10858919,-9612455,-11123888,-9347228,-10070179,-12371902,-13029316,-8032659,-6582632,-7437170,-9673357,-13030343,-13225920,-10528928,-10200219,-10857891,-12305335,-11517621,-7174254,-8029307,-9542287,-12504517,-13094595,-12305082,-8030088,-10332059,-12305331,-14409935,1
3401,'2018/07/15 14:57:46:304',19,-11580050,-12040086,-12039311,-11579279,-11580318,-12304561,-12173235,-12567731,-12435881,-8163716,-11712157,-11712153,-11711893,-12303774,-12435363,-11251611,-10923162,-11844007,-10923158,-5531746,-10726557,-11646624,-11777948,-11712152,-11646617,-6583151,-7504246,-7964276,-5924690,-6188646,-3820110,-6056553,-9081995,-11384223,-10729109,-5927271,-5663330,-6255199,-6715480,-8097660,-131587,-1185303,-8621696,-11515790,-9544306,-8360541,-9739624,-10331510,-10004351,-10729630,-395530,-2633518,-6125682,-7902591,-10532504,-8759700,-10664867,-13095864,-13424574,-11321520,-5267031,-9148564,-8034970,-7707543,-11257268,-8957340,-11914684,-12768967,-11385779,-8820371,-8292215,-8029307,-10858919,-9612455,-11123888,-9347228,-10070179,-12371902,-13029316,-8032659,-6582632,-7437170,-9673357,-13030343,-13225920,-10528928,-10200219,-10857891,-12305335,-11517621,-7174254,-8029307,-9542287,-12504517,-13094595,-12305082,-8030088,-10332059,-12305331,-14409935,1
3402,'2018/07/15 14:57:46:339',19,-11580050,-12040342,-12039568,-11644815,-11580318,-12304818,-12173236,-12501940,-12435883,-7835268,-11712157,-11712153,-11777686,-12369566,-12435363,-11251611,-10923162,-11778471,-10528400,-5531490,-10726557,-11646624,-11778204,-11712152,-11646617,-6649201,-7504246,-7964276,-5727567,-6189160,-3885903,-6122090,-9148045,-11778979,-10860953,-6190955,-5860450,-6386783,-7110237,-8426883,-131587,-1711903,-9871504,-12305310,-10333826,-8887147,-9871469,-10397819,-10201990,-10861474,-395531,-2830897,-6783356,-8231813,-10138262,-8759700,-10533540,-13161657,-13490112,-11321265,-5267031,-8885650,-8100763,-7773337,-11651513,-9680810,-11783871,-12834760,-11714487,-8689042,-8292471,-7963514,-11056297,-9612455,-10861231,-8953241,-10202021,-12371902,-13226694,-8361881,-6582632,-7437170,-9607821,-13030344,-13291457,-10529184,-10265756,-10857891,-12305591,-11714486,-7239791,-8094843,-9542031,-12373446,-13094595,-12370875,-8030344,-10332059,-12305331,-14409935,1
3403,'2018/07/15 14:57:46:372',19,-11580050,-12040342,-12039568,-11644815,-11580318,-12304818,-12173236,-12501939,-12369835,-7308925,-11712414,-11712154,-11777686,-12369566,-12435363,-11251611,-10923162,-11778470,-9936520,-5597028,-10792349,-11646625,-11778204,-11712152,-11712153,-6583408,-7504246,-7898483,-5595467,-6320489,-3885904,-6187883,-9345424,-12239271,-10926746,-6519660,-5991775,-6517851,-7373921,-8756105,-131587,-2304296,-10923933,-12831399,-10794378,-8953454,-9739882,-10332025,-10333578,-11058598,-395787,-3094069,-7309700,-8560523,-9875348,-8890772,-10533540,-13161658,-13489856,-11123887,-5267031,-8819601,-8232349,-7904923,-11717306,-10075313,-11652544,-12900554,-11780280,-8688786,-8292471,-7897721,-11187883,-9677991,-10795182,-8887705,-10333864,-12437695,-13292745,-8559518,-6582632,-7437170,-9607821,-12964808,-13225921,-10529184,-10200220,-10857892,-12305591,-11845815,-7239791,-8094843,-9542031,-12373446,-13094339,-12370874,-7964552,-10331802,-12305331,-14475472,1
3404,'2018/07/15 14:57:46:406',19,-11580307,-12040343,-12039312,-11644816,-11580319,-12304819,-12173236,-12501940,-12304298,-6913910,-11712414,-11712154,-11777686,-12369567,-12435364,-11251611,-10922906,-11778214,-9673347,-5662820,-10792350,-11646881,-11778205,-11712409,-11712154,-6517616,-7504246,-7898482,-5595980,-6386024,-3951697,-6253677,-9805718,-12633772,-10927517,-6980465,-6188892,-6649433,-7636833,-9085325,-131588,-3356983,-11779241,-13028779,-11057296,-9085041,-9871469,-10594940,-10662543,-11190441,-395787,-3554877,-7704716,-8823697,-9875606,-9087895,-10468005,-13161659,-13621185,-10926252,-5267031,-8885651,-8495265,-8036510,-11585978,-10338227,-11455680,-12834762,-11780280,-8623250,-8358008,-7766392,-11253676,-9809834,-10795439,-8953243,-10333864,-12437439,-13424331,-8757153,-6582633,-7437171,-9673614,-13030346,-13291458,-10528929,-10200220,-10857892,-12305336,-11911350,-7239791,-8094844,-9607824,-12307655,-13094596,-12370619,-7964551,-10331800,-12305330,-14475472,1
3405,'2018/07/15 14:57:46:438',19,-11580051,-12040342,-12039311,-11644814,-11580318,-12304818,-12173236,-12501939,-12238505,-6584430,-11712414,-11712154,-11777686,-12369567,-12435364,-11251611,-10923162,-11778213,-9475968,-5728356,-10792350,-11646881,-11778205,-11712409,-11712153,-6714737,-7504246,-7964531,-5727821,-6517607,-3951697,-6253933,-10134681,-13028526,-10993566,-7573369,-6386264,-6846549,-7899231,-9414286,-131844,-4278082,-12239789,-12963243,-11188624,-9084782,-10134900,-10989442,-11057044,-11387563,-395787,-3686720,-7902095,-8889748,-10072985,-9351068,-10402470,-13096381,-13752770,-10663080,-5267031,-8819857,-8955300,-8102302,-11191734,-10600884,-11324093,-12768967,-11583158,-8622993,-8292472,-7634549,-11121832,-10203820,-10926510,-8952728,-10136486,-12306110,-13555659,-8888739,-6582633,-7437171,-9607565,-13096136,-13291457,-10528928,-10199963,-10792099,-12305591,-11911350,-7239791,-8094843,-9476495,-12176324,-13094339,-12436411,-7964293,-10265750,-12305073,-14475470,1
3406,'2018/07/15 14:57:46:473',19,-11580050,-12040342,-12039311,-11579278,-11580318,-12304817,-12173235,-12501683,-12172711,-6321000,-11712414,-11712154,-11777686,-12369310,-12435363,-11251611,-10922905,-11778213,-9212794,-5794146,-10792350,-11712417,-11778205,-11712409,-11712153,-6583407,-7504246,-7964531,-5859404,-6846569,-3951697,-6451055,-10989730,-13423283,-10928285,-7968636,-6714964,-7174994,-8227937,-9742991,-197637,-5593940,-12240303,-12503206,-10991245,-9084525,-10464382,-11515788,-11648411,-11519149,-395787,-4279113,-7968402,-8890007,-10533280,-9745827,-10271400,-13096639,-13818564,-10399653,-5267031,-8885649,-9349800,-8167838,-10928820,-10469299,-11324092,-12505796,-11122866,-8557457,-8292471,-7437426,-10792609,-10795185,-11254960,-8820629,-10004643,-12306109,-13555915,-8757667,-6582632,-7437170,-9607821,-13096135,-13291457,-10528928,-10199963,-10857891,-12305335,-11911349,-7239791,-8094843,-9542031,-12110532,-13094339,-12370618,-7898500,-10200213,-12305072,-14475470,1
3407,'2018/07/15 14:57:46:507',19,-11580050,-12040342,-12039311,-11579278,-11580318,-12304817,-12173235,-12501683,-12172711,-6321000,-11712414,-11712154,-11777686,-12369310,-12435363,-11251611,-10922905,-11778213,-9212794,-5794146,-10792350,-11712417,-11778205,-11712409,-11712153,-6583407,-7504246,-7964531,-5859404,-6846569,-3951697,-6451055,-10989730,-13423283,-10928285,-7968636,-6714964,-7174994,-8227937,-9742991,-197637,-5593940,-12240303,-12503206,-10991245,-9084525,-10464382,-11515788,-11648411,-11519149,-395787,-4279113,-7968402,-8890007,-10533280,-9745827,-10271400,-13096639,-13818564,-10399653,-5267031,-8885649,-9349800,-8167838,-10928820,-10469299,-11324092,-12505796,-11122866,-8557457,-8292471,-7437426,-10792609,-10795185,-11254960,-8820629,-10004643,-12306109,-13555915,-8757667,-6582632,-7437170,-9607821,-13096135,-13291457,-10528928,-10199963,-10857891,-12305335,-11911349,-7239791,-8094843,-9542031,-12110532,-13094339,-12370618,-7898500,-10200213,-12305072,-14475470,1
3408,'2018/07/15 14:57:46:539',19,-11580050,-12040085,-12039310,-11579278,-11580318,-12304817,-12107699,-12501938,-12106918,-6188899,-11712414,-11712154,-11777430,-12369310,-12435363,-11251611,-10922905,-11778212,-9081208,-5925472,-10792350,-11712417,-11843741,-11712409,-11712153,-6583407,-7504245,-7964531,-6056522,-7175273,-4017490,-7043189,-12041900,-13817782,-10993820,-8362872,-7437909,-7700561,-8556900,-9940110,-263430,-7107176,-11780525,-11714462,-10531209,-9216373,-10530950,-12042391,-12174754,-11650734,-395787,-4937301,-8034708,-8890522,-10928038,-10140329,-10271659,-13031105,-13753029,-10202275,-5267031,-8885650,-9744042,-8101788,-10600113,-10074542,-11126456,-12242367,-10728110,-8425872,-8358007,-7240047,-10331544,-11452599,-11846068,-8688274,-9938081,-12305853,-13555659,-8692132,-6582632,-7437170,-9673357,-13030343,-13291456,-10528928,-10199963,-10857891,-12305334,-11911349,-7174255,-8029307,-9542287,-12044996,-13094339,-12370618,-7898498,-10199956,-12239279,-14475214,1
3409,'2018/07/15 14:57:46:572',19,-11580050,-12040085,-12039310,-11579021,-11580062,-12304561,-12107443,-12501938,-12172710,-6122589,-11712413,-11712153,-11777429,-12303774,-12435363,-11251610,-10922904,-11712675,-9146741,-5991004,-10792350,-11712673,-11843741,-11843737,-11515801,-6846577,-7569781,-7964529,-6319433,-7570025,-4083283,-7832446,-12765621,-14015160,-11453340,-8954486,-8489818,-8489558,-8951401,-10136973,-329224,-7962741,-10992553,-10728854,-10071174,-9217407,-10400397,-12306337,-12963500,-11782064,-395787,-5529437,-8101015,-8890781,-11257004,-10666415,-10403760,-12965827,-13621444,-10004641,-5267031,-8490891,-10203821,-7838615,-10205356,-9481636,-10665134,-11912889,-10267817,-8162958,-8292471,-7108204,-9541770,-12371382,-12502969,-8622481,-9872032,-12240060,-13555658,-8757925,-6582632,-7437170,-9607564,-12964807,-13291713,-10528928,-10199963,-10792098,-12305335,-11911092,-7174255,-8094843,-9542031,-11979204,-13094339,-12436410,-7898241,-10134162,-12239022,-14409677,1
3410,'2018/07/15 14:57:46:607',19,-11580050,-12040085,-12039310,-11579021,-11580062,-12304561,-12107699,-12501938,-12106917,-5989972,-11712413,-11712153,-11777429,-12369309,-12435363,-11251610,-10922904,-11778211,-8883566,-6056277,-10792350,-11712673,-11909790,-12238495,-11188632,-7308405,-7701363,-8029803,-6582344,-8161902,-4083539,-8950410,-13423549,-13751986,-11780762,-9150832,-9279072,-9344610,-9543025,-10400143,-461066,-8884355,-10138532,-9875091,-9808774,-9415563,-10335637,-12570027,-13555381,-11782321,-395788,-6253417,-8232602,-8891040,-11454386,-10995122,-10798261,-12900548,-13029824,-9872798,-5267031,-7898497,-9808290,-8231570,-10073513,-8625813,-10006689,-11386290,-9610146,-7834251,-8292471,-7042411,-9147011,-12830389,-12897211,-8556944,-9872031,-12174523,-13555402,-8495268,-6582632,-7437170,-9607564,-12964550,-13291456,-10528928,-10199962,-10857890,-12305334,-11911092,-7174254,-8029307,-9542031,-11913668,-13094339,-12305081,-7832448,-10134161,-12239021,-14409677,1
3411,'2018/07/15 14:57:46:640',19,-11580050,-12040085,-11973774,-11513742,-11514782,-12304817,-12107443,-12501938,-12106917,-6056020,-11712414,-11712153,-11711893,-12303774,-12435619,-11186074,-10857368,-11778211,-8817772,-5990221,-10858143,-11778210,-12172963,-12699045,-11123866,-8033407,-8030063,-8095333,-6911307,-8425068,-4149333,-10332058,-13424062,-12962983,-11319438,-8952423,-9740141,-10134129,-10200700,-10663316,-527117,-9674899,-9284768,-9415828,-10204049,-9745305,-10139549,-12636595,-14015677,-11847858,-396045,-6911603,-8364701,-8759968,-11389107,-11061172,-11061688,-12703427,-12241082,-9610141,-5267031,-7043445,-8623249,-8821134,-10270378,-7967114,-9282453,-10728363,-9215902,-7440266,-8292471,-6911082,-9147012,-12699060,-12962747,-8491152,-9806239,-12174267,-13489866,-8364196,-6582632,-7371634,-9673613,-12964807,-13291457,-10528928,-10199963,-10857635,-12239542,-11845555,-7174254,-8029051,-9607824,-11782596,-13028803,-12239289,-7766912,-10068368,-12173485,-14409676,1
